recdate,legendtextkind,textcat,textsubcat,text,lkey,legtextkey
The map unit representative pedon is:97IL-001-015
These soils do not have carbonates above a depth of 60 inches.
Previously correlated as Sparta.  Occasionally flooded areas will be correlated as Zumbro.
30876
8395A
Ceresco loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 46926 
The taxonomic unit description is: 85IL-149-018 85IL-149-022
The map unit representative pedon is: 85IL-149-022 
These soils have a higher pH in the substratum than is defined for the series.
46,926

 


8396A
Vesser silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30877 
The taxonomic unit description is: 96IL-001-064 
The map unit representative pedon is: 96IL-001-064
30,877

 


8404A
Titus silty clay loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30878 
The taxonomic unit description is: 95IL-001-029 
The map unit representative pedon is: 95IL-001-029
30,878

 


8415A
Orion silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 29087 
The taxonomic unit description is: 89IL-169-010 
The map unit representative pedon is: 89IL-169-010
29,087

 


8428A
Coffeen silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 46929 
The taxonomic unit description is: 84IL-195-283 
The map unit representative pedon is: 81IL-009-004
46,929

 


8451A
Lawson silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30879 
The taxonomic unit description is: 84IL-011-012 
The map unit representative pedon is: 84IL-011-012
30,879

 


8452A
Riley silty clay loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30880 
The taxonomic unit description is: 96IL-001-001 (OSD pedon) 
The map unit representative pedon is: 96IL-001-001
30,880

 


8634A
Blyton silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 30886 
The taxonomic unit description is: 97IL-057-147???Suggest calling it Wilbur and use same pedon as in Schuyler. No, profile in Adams Co, 1 mile north of county line has AC profile.
The map unit representative pedon is: ???
These soils are correlated for join with Adams County.
30,886

 


8674A
Dozaville silt loam, 0 to 2 percent slopes, occasionally flooded
This map unit linked to dmu: 43072 
The taxonomic unit description is: OSD pedon 
The map unit representative pedon is: OSD pedon 
Previously mapped Raddle of flood plains not part of upland toe slopes.
43,072

 


8789A
Ambraw-Ceresco-Sarpy complex, 0 to2 percent slopes, occasionally flooded
This map unit linked to dmu: 46927 
The taxonomic unit description is: ???See consociation TUDs
The map unit representative pedon is:???
46,927

 


9278A
Stronghurst silt loam, terrace, 0 to 2 percent slopes
This map unit linked to dmu: 30797 copy and edit for terraces
The taxonomic unit description is: 82IL-011-072 
The map unit representative pedon is:???
Previously mapped Stronghurst (278A) but on terrace positions. Prefix'9' is now used to denote this landform position.

9278B
Stronghurst silt loam, terrace, 2 to 5 percent slopes
This map unit linked to dmu: 30798 copy and edit for terraces
The taxonomic unit description is: 82IL-011-072 
The map unit representative pedon is:???
Previously mapped Stronghurst (278B) but on terrace positions. Prefix'9' is now used to denote this landform position.

9279B
Rozetta silt loam, terrace, 2 to 5 percent slopes
This map unit linked to dmu: 43319 
The taxonomic unit description is: 95IL-057-001 
The map unit representative pedon is: 94IL-057-158 
Previously mapped Rozetta (279B) but on terrace positions. Prefix'9' is now used to denote this landform position.
43,319




9279C
Rozetta silt loam, terrace, 5 to 10 percent slopes, eroded
This map unit linked to dmu: Fulton Co. 
The taxonomic unit description is: 95IL-057-001 
The map unit representative pedon is: 94IL-057-175 
Previously mapped Rozetta (279C2) but on terrace positions. Prefix'9' is now used to denote this landform position.





MW
Miscellaneous water
This map unit is linked to dmu: 46329
Areas of sewage lagoons previously mapped as water will be correlated to miscellaneous water
46329
W
Water  
This map unit linked to dmu: 46010  
46,010


Prime Farmland
Pike County, Illinois

(Only the soils considered prime farmland are listed.  Urban or built-up areas of the soils listed are not considered prime farmland.  If a soil is prime farmland only under certain conditions, the conditions are specified in parentheses after the soil name.)

Map symbol

Soil map unit name


17A
Keomah silt loam, 0 to 2 percent slopes (Prime farmland if drained)
17B
Keomah silt loam, 2 to 5 percent slopes
7037B
Worthen silt loam, 2 to 5 percent slopes, rarely flooded
43A
Ipava silt loam, 0 to 2 percent slopes
43B
Ipava silt loam, 2 to 5 percent slopes
50A
Virden silty clay loam, 0 to 2 percent slopes (Prime farmland if drained)
7075B
Drury silt loam, 2 to 5 percent slopes, rarely flooded
79B
Menfro silt loam, 2 to 5 percent slopes
90A
Bethalto silt loam, 0 to 2 percent slopes (Prime farmland if drained)
216B
Stookey silt loam, 2 to 5 percent slopes
242A
Kendall silt loam, 0 to 2 percent slopes (Prime farmland if drained)
257A
Clarksdale silt loam, 0 to 2 percent slopes (Prime farmland if drained)
257B
Clarksdale silt loam, 2 to 5 percent slopes
267A
Caseyville silt loam, 0 to 2 percent slopes (Prime farmland if drained)
267B
Caseyville silt loam, 2 to 5 percent slopes
274B
Seaton silt loam, 2 to 5 percent slopes
278A
Stronghurst silt loam, 0 to 2 percent slopes (Prime farmland if drained)
279B
Rozetta silt loam, 2 to 5 percent slopes
280B
Fayette silt loam, 2 to 5 percent slopes
283B
Downsouth silt loam, 2 to 5 percent slopes
441B
Wakenda silt loam, 2 to 5 percent slopes
477B
Winfield silt loam, 2 to 5 percent slopes
630B2
Navlys silt loam, 2 to 5 percent slopes, eroded
699A
Timewell silt loam, 0 to 2 percent slopes
3028A
Jules silt loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if protected from flooding or not frequently flooded during the growing season)
3070A
Beaucoup silty clay loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season)I question if this unit should be prime since it has long duration flooding! It is the only freq, flooded, long duration unit that is listed as prime! See cover letter regarding same comment pertaining to 3070L
3070L
Beaucoup silty clay loam, 0 to 2 percent slopes, frequently flooded, long duration (Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season)
3162A
Gorham silty clay loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season)
3331A
Haymond silt loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if protected from flooding or not frequently flooded during the growing season)
3333A
Wakeland silt loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season)
3404A
Titus silty clay loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season)
3415A
Orion silt loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if protected from flooding or not frequently flooded during the growing season)
3428A
Coffeen silt loam, 0 to 2 percent slopes, frequently flooded (Prime farmland if protected from flooding or not frequently flooded during the growing season)
3475A
Elsah- should this be prime, listed as P3 in handbook
7242A
Kendall silt loam, 0 to 2 percent slopes, rarely flooded
7430B
Raddle silt loam, 2 to 5 percent slopes, rarely flooded
8070A
Beaucoup silty clay loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8071A
Darwin silty clay loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8162A
Gorham silty clay loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8180A
Dupo silt loam, 0 to 2 percent slopes, occasionally flooded
8183A
Shaffton silty clay loam, 0 to 2 percent slopes, occasionally flooded
8217A
Twomile silt loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8284A
Tice silt loam, 0 to 2 percent slopes, occasionally flooded
8288A
Petrolia silt loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8302A
Ambraw loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8331A
Haymond silt loam, 0 to 2 percent slopes, occasionally flooded 
8333A
Wakeland silt loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8395A
Ceresco loam, 0 to 2 percent slopes, occasionally flooded 
8396A
Vesser silt loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8404A
Titus silty clay loam, 0 to 2 percent slopes, occasionally flooded (Prime farmland if drained)
8415A
Orion silt loam, 0 to 2 percent slopes, occasionally flooded
8428A
Coffeen silt loam, 0 to 2 percent slopes, occasionally flooded
8451A
Lawson silt loam, 0 to 2 percent slopes, occasionally flooded
8452A
Riley silty clay loam, 0 to 2 percent slopes, occasionally flooded
8634A
Blyton silt loam, 0 to 2 percent slopes, occasionally flooded
8674A
Dozaville silt loam, 0 to 2 percent slopes, occasionally flooded
9278A
Stronghurst silt loam, terrace, 0 to 2 percent slopes (Prime farmland if drained)
9278B
Stronghurst silt loam, terrace, 2 to 5 percent slopes
9279B
Rozetta silt loam, terrace, 2 to 5 percent slopes




Classification of the Soils of
Pike County, Illinois

(An asterisk in the first column indicates a taxadjunct to the series. See text for a description of those characteristics that are outside the range of the series.)


Soil name

Family or higher taxonomic class


Ambraw
Fine-loamy, mixed, superactive, mesic Fluvaquentic Endoaquolls
 Baylis
Fine-silty, mixed, superactive, mesic Typic Paleudalfs
 Beaucoup
Fine-silty, mixed, superactive, mesic Fluvaquentic Endoaquolls
 Bethalto
Fine-silty, mixed, superactive, mesic Udollic Endoaqualfs
 Blake
Fine-silty, mixed, superactive, calcareous, mesic Aquic Udifluvents
 Blyton
Coarse-silty, mixed, superactive, nonacid, mesic Oxyaquic Udifluvents
 Bunkum
Fine-silty, mixed, superactive, mesic Aquic Hapludalfs
*Caseyville
Fine-silty, mixed, superactive, mesic Aeric Endoaqualfs
 Ceresco
Coarse-loamy, mixed, superactive, mesic Fluvaquentic Hapludolls
 Clarksdale
Fine, smectitic, mesic Udollic Endoaqualfs
 Coffeen
Coarse-silty, mixed, superactive, mesic Fluvaquentic Hapludolls
 Darwin
Fine, smectitic, mesic Fluvaquentic Vertic Endoaquolls
 Downsouth
Fine-silty, mixed, superactive, mesic Oxyaquic Hapludalfs
 Dozaville
Fine-silty, mixed, superactive, mesic Fluventic Hapludolls
 Drury
Fine-silty, mixed, superactive, mesic Dystric Eutrudepts
 Dupo
Coarse-silty over clayey, mixed over smectitic, superactive, nonacid, mesic Aquic Udifluvents
 El Dara
Fine-loamy, mixed, active, mesic Oxyaquic Hapludalfs
 Elco
Fine-silty, mixed, superactive, mesic Oxyaquic Hapludalfs
 Elizabeth
Loamy-skeletal, mixed, superactive, mesic Lithic Hapludolls
 Elsah
Loamy-skeletal, mixed, superactive, nonacid, mesic Typic Udifluvents
 Fayette
Fine-silty, mixed, superactive, mesic Typic Hapludalfs
 Gorham
Fine-silty, mixed, superactive, mesic Fluvaquentic Endoaquolls
 Goss
Clayey-skeletal, mixed, active, mesic Typic Paleudalfs
 Hamburg
Coarse-silty, mixed, active, calcareous, mesic Typic Udorthents
 Haymond
Coarse-silty, mixed, superactive, mesic Dystric Fluventic Eutrudepts
 Hickory
Fine-loamy, mixed, active, mesic Typic Hapludalfs
 Ipava
Fine, smectitic, mesic Aquic Argiudolls
 Jules
Coarse-silty, mixed, superactive, calcareous, mesic Typic Udifluvents
 Kendall
Fine-silty, mixed, superactive, mesic Aeric Endoaqualfs
 Keomah
Fine, smectitic, mesic Aeric Endoaqualfs
*Keswick
Fine, smectitic, mesic Aquertic Chromic Hapludalfs
*Lacrescent?
Loamy-skeletal, mixed, superactive, mesic Typic Hapludolls
 Lamont
Coarse-loamy, mixed, superactive, mesic Typic Hapludalfs
 Lawson
Fine-silty, mixed, superactive, mesic Aquic Cumulic Hapludolls
 Lindley
Fine-loamy, mixed, superactive, mesic Typic Hapludalfs
 Marseilles
Fine-silty, mixed, active, mesic Typic Hapludalfs
 Menfro
Fine-silty, mixed, superactive, mesic Typic Hapludalfs
 Navlys
Fine-silty, mixed, superactive, mesic Typic Hapludalfs
 Orion
Coarse-silty, mixed, superactive, nonacid, mesic Aquic Udifluvents
 Passport
Fine-loamy, mixed, superactive, mesic Aquic Hapludalfs
 Petrolia
Fine-silty, mixed, superactive, nonacid, mesic 
 Raddle
Fine-silty, mixed, superactive, mesic Typic Hapludolls
 Riley
Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Fluvaquentic Hapludolls
 Rozetta
Fine-silty, mixed, superactive, mesic Typic Hapludalfs
 Sarpy
Mixed, mesic Typic Udipsamments
 Slacwater
Fine-silty, mixed, superactive, calcareous, mesic Mollic Fluvaquents
 Seaton
Fine-silty, mixed, superactive, mesic Typic Hapludalfs
 Shaffton
Fine-loamy, mixed, superactive, mesic Fluvaquentic Hapludolls
 Sparta
Sandy, mixed, mesic Entic Hapludolls
 Stookey
Fine-silty, mixed, superactive, mesic Typic Hapludalfs
Stronghurst
Fine-silty, mixed, superactive, mesic Aeric Endoaqualfs
 Sylvan
Fine-silty, mixed, superactive, mesic Typic Hapludalfs
 Tice
Fine-silty, mixed, superactive, mesic Fluvaquentic Hapludolls
 Timewell
Fine, smectitic, mesic Aquic Argiudolls
 Timula
Coarse-silty, mixed, superactive, mesic Typic Eutrudepts
 Titus
Fine, smectitic, mesic Vertic Endoaquolls
 Twomile
Fine-silty, mixed, active, mesic Typic Albaqualfs
 Udorthents
Fine-silty, mixed, active, nonacid, mesic Aquic Udorthents
 Ursa
Fine, smectitic, mesic Chromic Vertic Hapludalfs
 Vesser
Fine-silty, mixed, superactive, mesic Argiaquic Argialbolls
 Virden
Fine, smectitic, mesic Vertic Argiaquolls
 Wakeland
Coarse-silty, mixed, superactive, nonacid, mesic Aeric Fluvaquents
 Wakenda
Fine-silty, mixed, superactive, mesic Typic Argiudolls
 Winfield
Fine-silty, mixed, superactive, mesic Oxyaquic Hapludalfs
 Worthen
Fine-silty, mixed, superactive, mesic Cumulic Hapludolls
 Zumbro
Sandy, mixed, mesic Entic Hapludolls




Certification Statement


The MLRA Region 11 Team Leader certifies that:

a.The fieldwork activities were completed in 4th quarter FY 2000.

b. Pike County joins three modern soil surveys:

Adams County - SSURGO certified 2001
Brown County - Modern soil survey (1998)
Calhoun County - Modern soil survey (1989)

An exact join has been completed with Adams County.  The remaining counties have an acceptable join and will have an exact join when they are updated to the MLRA legend.

c.Interpretations have been coordinated and agree with adjoining survey areas.

d.The locations of all typical pedons have been checked for accuracy, and that they occur in delineations using those names.  Typical pedons are those that represent the taxonomic units in MLRA 115C.  Not all typical pedons are located in Pike County but are within other subsets of the MLRA.

e.All typical pedons are classified according to Soil Taxonomy, Second Edition, 1999.

f.The digital soil maps, once complete, will be reviewed for accuracy and consistency prior to certification.


Approval Signature and Date:



___________________     ________                              ___________________     __________
Travis NeelyDateWilliam J. GradleDate
Team Leader, MLRA Region 11State Conservationist
Indianapolis, IndianaChampaign, Illinois

43


38",11867,67785
06/16/2003 00:00:00,Correlation notes,DMU List revised,NA,"Data map unit numbers linked to Pike County Map Units, Rev 6-16-03                                               
                                  

 ___________________
|        |        |
|  Map   | DMU ID |
| symbol |        |
|________|________|
|        |        |
| 8D2    | 155,589|
| 8D3    | 151,229|
| 8E2    | 141,746|
| 8F     | 141,747|
| 8G     | 141,748|
| 17A    | 141,750|
| 17B    | 141,751|
| 19D3   | 140,146|
| 30F    | 140,216|
| 30G    | 153,688|
| 43A    | 139,401|
| 43B    | 155,397|
| 50A    | 152,851|
| 75C    | 140,221|
| 75C2   | 141,757|
| 79B    | 141,758|
| 79C2   | 141,759|
| 79C3   | 141,760|
| 79D2   | 141,761|
| 79D3   | 141,762|
| 79E2   | 155,729|
| 90A    | 141,766|
| 119D2  | 155,289|
| 119D3  | 155,413|
| 119E2  | 140,155|
| 175F   | 141,770|
| 175G   | 141,771|
| 216B   | 141,772|
| 216C2  | 141,773|
| 216C3  | 141,774|
| 216D2  | 141,775|
| 216D3  | 141,776|
| 257A   | 141,777|
| 257B   | 141,778|
| 264D3  | 141,781|
| 264E2  | 141,782|
| 264G   | 141,783|
| 267A   | 141,784|
| 267B   | 141,785|
| 271C3  | 153,950|
| 271D3  | 153,951|
| 274F   | 140,164|
| 274G   | 441,001|
| 278A   | 151,307|
| 279B   | 141,790|
| 279C2  | 140,166|










___________________
|        |        |
|  Map   | DMU ID |
| symbol |        |
|________|________|
|        |        |
| 279C3  | 141,792|
| 280B   | 142,746|
| 280C2  | 139,433|
| 280C3  | 151,311|
| 280D2  | 140,168|
| 280D3  | 155,592|
| 283B   | 141,793|
| 283C2  | 141,794|
| 403G   | 155,730|
| 441B   | 141,809|
| 472D2  | 141,814|
| 472E2  | 141,815|
| 477B   | 141,816|
| 477C2  | 141,817|
| 477C3  | 141,818|
| 515C2  | 141,820|
| 515C3  | 141,821|
| 515D2  | 141,822|
| 515D3  | 141,823|
| 549E2  | 155,732|
| 549F   | 152,596|
| 549G   | 152,597|
| 559F   | 141,830|
| 559G   | 141,831|
| 605D2  | 141,847|
| 605D3  | 141,848|
| 605E2  | 155,733|
| 606F   | 141,832|
| 606G   | 141,833|
| 630B2  | 156,108|
| 630C2  | 154,987|
| 630C3  | 140,188|
| 651D2  | 141,838|
| 651D3  | 141,839|
| 651E2  | 141,840|
| 652C2  | 141,841|
| 652C3  | 141,842|
| 652D2  | 153,573|
| 652D3  | 153,686|
| 699A   | 153,691|
| 785G   | 141,850|
| 835G   | 143,266|
| 856E2  | 155,728|
| 856F   | 141,870|
| 856G   | 141,871|
| 864    | 155,280|
| 865    | 153,492|
| 1070A  | 141,768|
| 3028A  | 155,735|







___________________
|        |        |
|  Map   | DMU ID |
| symbol |        |
|________|________|
|        |        |
| 3070A  | 140,170|
| 3070L  | 142,107|
| 3071L  | 151,645|
| 3092A  | 155,736|
| 3092L  | 155,819|
| 3302L  | 155,824|
| 3331A  | 141,796|
| 3331L  | 155,825|
| 3333A  | 141,797|
| 3333L  | 140,242|
| 3404A  | 140,175|
| 3404L  | 155,826|
| 3415A  | 140,176|
| 3415L  | 155,829|
| 3428A  | 142,756|
| 3428L  | 155,831|
| 3475A  | 141,802|
| 3475L  | 155,832|
| 3877L  | 141,808|
| 7037B  | 156,350|
| 7075B  | 156,351|
| 7242A  | 450,442|
| 7430B  | 155,731|
| 7815B  | 155,734|
| 8070A  | 141,852|
| 8071A  | 155,835|
| 8092A  | 141,855|
| 8162A  | 141,856|
| 8180A  | 141,859|
| 8183A  | 140,194|
| 8217A  | 141,860|
| 8284A  | 141,861|
| 8288A  | 443,737|
| 8302A  | 140,196|
| 8331A  | 156,070|
| 8333A  | 141,862|
| 8349B  | 141,863|
| 8395A  | 155,836|
| 8396A  | 446,080|
| 8404A  | 141,865|
| 8415A  | 140,197|
| 8428A  | 155,839|
| 8451A  | 141,866|
| 8452A  | 141,867|
| 8634A  | 141,873|
| 8674A  | 447,007|
| 8789A  | 155,837|
| 9278A  | 151,135|
| 9278B  | 399,100|
| 9279B  | 152,950|
| 9279C2 | 152,951|
| M-W    | 155,361|
| W      | 155,171|
|________|________|",11867,67786
